Fecha, Edad, Rol, Calle, Zona, Tipo de resultado, Tipo de siniestro, Usa cinturón, Usa casco, Día de la semana, Sexo, Hora, Departamento, Localidad, Tipo de Vehiculo, fixed, X, Y 
3/3/2020,, 56, CONDUCTOR, NO SE INGRESO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, MASCULINO, 19, CERRO LARGO, ISIDORO NOBLIA, AUTO, 1, 771845, 6460655 
3/3/2020,, 21, PASAJERO, MINNESOTA, URBANA    , HERIDO LEVE, CAÍDA, NO USA CINTURÓN, SIN DATOS, MARTES, FEMENINO, 20, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 579615, 6139295 
3/3/2020,, 61, PASAJERO, MINNESOTA, URBANA    , HERIDO LEVE, CAÍDA, NO USA CINTURÓN, SIN DATOS, MARTES, FEMENINO, 20, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 579615, 6139295 
3/3/2020,, 30, CONDUCTOR, MINNESOTA, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 579615, 6139295 
3/3/2020,, 46, PASAJERO, MINNESOTA, URBANA    , ILESO, CAÍDA, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 579615, 6139295 
3/3/2020,, 67, CONDUCTOR, RUTA 14, RURAL     , HERIDO LEVE, DESPISTE, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, FLORES, SIN DATOS, AUTO, 1, 517935, 6295490 
3/3/2020,, 19, PASAJERO, LOPE DE VEGA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573210, 6145920 
3/3/2020,, 30, CONDUCTOR, LOPE DE VEGA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573210, 6145920 
3/3/2020,, 7, PASAJERO, LOPE DE VEGA, SUBURBANA , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573210, 6145920 
3/3/2020,, 20, CONDUCTOR, LOPE DE VEGA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573210, 6145920 
3/3/2020,, 34, PASAJERO, COLONIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 20, SAN JOSE, JUAN SOLER, AUTO, 1, 518000, 6201880 
3/3/2020,, 18, CONDUCTOR, COLONIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 20, SAN JOSE, JUAN SOLER, MOTO, 1, 518000, 6201880 
3/3/2020,, 37, CONDUCTOR, COLONIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, SAN JOSE, JUAN SOLER, AUTO, 1, 518000, 6201880 
3/3/2020,, 40, CONDUCTOR, MIGUEL ANGEL, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579395, 6139570 
3/3/2020,, 23, CONDUCTOR, MIGUEL ANGEL, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579395, 6139570 
3/3/2020,, 32, CONDUCTOR, AVENIDA MANUEL PATULE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 18, SALTO, SALTO, MOTO, 1, 408165, 6524890 
3/3/2020,, 48, CONDUCTOR, AVENIDA MANUEL PATULE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 18, SALTO, SALTO, AUTO, 1, 408165, 6524890 
3/3/2020,, 58, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 16, CANELONES, SIN DATOS, AUTO, 1, 576060, 6161520 
3/3/2020,, 65, CONDUCTOR, NO SE INGRESO, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 16, CANELONES, SIN DATOS, AUTO, 1, 576060, 6161520 
3/3/2020,, 19, CONDUCTOR, EX RUTA 30, SUBURBANA , HERIDO GRAVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, MARTES, FEMENINO, 21, ARTIGAS, ARTIGAS, MOTO, 1, 551810, 6634140 
3/3/2020,, 31, CONDUCTOR, CALLE 1, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 21, SALTO, SIN DATOS, MOTO, 1, 416950, 6530585 
3/3/2020,, 52, CONDUCTOR, CALLE 1, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, SALTO, SIN DATOS, AUTO, 1, 416950, 6530585 
3/3/2020,, 45, PEATÓN, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 21, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 572035, 6141945 
3/3/2020,, 44, CONDUCTOR, AVENIDA AGRACIADA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 572035, 6141945 
3/3/2020,, 44, CONDUCTOR, JUAN J. VAZQUEZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 21, SORIANO, DOLORES, AUTO, 1, 387075, 6289035 
3/3/2020,, 22, CONDUCTOR, LOS CARDO T}Y CURUPAY, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 19, CANELONES, BARROS BLANCOS, MOTO, 1, 593525, 6154895 
3/3/2020,, 32, CONDUCTOR, LOS CARDO T}Y CURUPAY, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 19, CANELONES, BARROS BLANCOS, AUTO, 1, 593525, 6154895 
3/3/2020,, 53, CONDUCTOR, AVENIDA OCHO DE OCTUBRE, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 22, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 577865, 6140010 
3/3/2020,, 32, CONDUCTOR, AVENIDA OCHO DE OCTUBRE, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, NO USA CINTURÓN, SIN DATOS, MARTES, MASCULINO, 22, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577865, 6140010 
3/3/2020,, 69, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, MASCULINO, 20, ARTIGAS, SIN DATOS, MOTO, 1, 443220, 6642350 
3/3/2020,, 72, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 20, ARTIGAS, SIN DATOS, CAMION, 1, 443220, 6642350 
3/3/2020,, 41, CONDUCTOR, AVENIDA INSTRUCCIONES DEL AÑO XIII, URBANA    , ILESO, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 18, CANELONES, SIN DATOS, AUTO, 1, 571885, 6156850 
3/3/2020,, 79, PEATÓN, AVENIDA INSTRUCCIONES DEL AÑO XIII, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 18, CANELONES, SIN DATOS, SIN DATOS, 1, 571885, 6156850 
3/3/2020,, 21, PASAJERO, COSTANERA NORTE CESAR MAYO GUTIERREZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 21, SALTO, SALTO, MOTO, 1, 406830, 6528490 
3/3/2020,, 26, CONDUCTOR, COSTANERA NORTE CESAR MAYO GUTIERREZ, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MARTES, FEMENINO, 21, SALTO, SALTO, MOTO, 1, 406830, 6528490 
3/3/2020,, 27, CONDUCTOR, COSTANERA NORTE CESAR MAYO GUTIERREZ, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 21, SALTO, SALTO, AUTO, 1, 406830, 6528490 
3/3/2020,, 44, CONDUCTOR, RUTA 12 KM 81:500, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 22, CANELONES, SIN DATOS, SIN DATOS, 1, 627100, 6198695 
3/3/2020,, 21, CONDUCTOR, BOULEVARD APARICIO SARAVIA, URBANA    , HERIDO LEVE, ATROPELLO DE PEATÓN, SIN DATOS, USA CASCO, MARTES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 578740, 6145205 
3/3/2020,, 31, PEATÓN, BOULEVARD APARICIO SARAVIA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MARTES, MASCULINO, 23, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 578740, 6145205 
3/3/2020,, 75, CONDUCTOR, AVENIDA CENTRAL DE CIRCUNVALACION, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MARTES, FEMENINO, 17, CANELONES, EL GALEON, AUTO, 1, 638470, 6148910 
3/3/2020,, 17, CONDUCTOR, AVENIDA CENTRAL DE CIRCUNVALACION, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 17, CANELONES, EL GALEON, MOTO, 1, 638470, 6148910 
3/3/2020,, 19, CONDUCTOR, NO SE INGRESO, RURAL     , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MARTES, MASCULINO, 22, CANELONES, SIN DATOS, MOTO, 1, 616125, 6194925 
4/3/2020,, 15, PASAJERO, FRANCISCO FONDAR, SUBURBANA , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 0, FLORES, TRINIDAD, MOTO, 1, 509520, 6291200 
4/3/2020,, 16, CONDUCTOR, FRANCISCO FONDAR, SUBURBANA , HERIDO LEVE, ATROPELLO DE ANIMALES, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 0, FLORES, TRINIDAD, MOTO, 1, 509520, 6291200 
4/3/2020,, SIN DATOS, CONDUCTOR, NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, SIN DATOS, 0, LAVALLEJA, SIN DATOS, CAMION, 1, 678470, 6200050 
4/3/2020,, 47, CONDUCTOR, NO SE INGRESO, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 0, LAVALLEJA, SIN DATOS, CAMION, 1, 678470, 6200050 
4/3/2020,, 21, CONDUCTOR, BOULEVARD GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO GRAVE, DESPISTE, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 1, MALDONADO, PUNTA DEL ESTE, MOTO, 1, 688375, 6131540 
3/3/2020,, 20, CONDUCTOR, UTE 46 (BO. ESPAÑA), URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, USA CASCO, MARTES, MASCULINO, 20, ROCHA, SIN DATOS, MOTO, 1, 747060, 6182705 
4/3/2020,, 57, CONDUCTOR, SIMON DEL PINO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 8, MALDONADO, PIRIAPOLIS, MOTO, 1, 657735, 6141590 
4/3/2020,, 58, CONDUCTOR, SIMON DEL PINO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 8, MALDONADO, PIRIAPOLIS, MOTO, 1, 657735, 6141590 
4/3/2020,, 32, CONDUCTOR, AVENIDA ITALIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 582105, 6139225 
4/3/2020,, 47, CONDUCTOR, AVENIDA ITALIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 582105, 6139225 
4/3/2020,, 50, CONDUCTOR, CAMINO A RUTA 26, RURAL     , ILESO, ATROPELLO DE ANIMALES, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 6, PAYSANDU, GALLINAL, CAMION, 1, 454330, 6472325 
4/3/2020,, 25, CONDUCTOR, DOCTOR JOAQUIN DE SALTERAIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 4, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575870, 6136755 
4/3/2020,, 48, CONDUCTOR, DOCTOR JOAQUIN DE SALTERAIN, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 4, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575870, 6136755 
4/3/2020,, 8, PASAJERO, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574380, 6142060 
4/3/2020,, 31, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574380, 6142060 
4/3/2020,, 60, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574380, 6142060 
4/3/2020,, 20, CONDUCTOR, RAMBLA O HIGGINS, URBANA    , HERIDO LEVE, CAÍDA, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 8, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 583005, 6138220 
4/3/2020,, 30, CONDUCTOR, AGUSTIN ABREU, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, BICICLETA, 1, 577800, 6139720 
4/3/2020,, 39, CONDUCTOR, AGUSTIN ABREU, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 8, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 577800, 6139720 
4/3/2020,, SIN DATOS, CONDUCTOR, DOCTOR JUAN JOSE DE AMEZAGA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, NO USA CASCO, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 574990, 6139155 
4/3/2020,, 57, CONDUCTOR, DOCTOR JUAN JOSE DE AMEZAGA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574990, 6139155 
4/3/2020,, 37, CONDUCTOR, BARON DE RIO BRANCO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 8, TREINTA Y TRES, GRAL. ENRIQUE MARTINEZ, MOTO, 1, 797750, 6321285 
4/3/2020,, 24, CONDUCTOR, BARON DE RIO BRANCO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 8, TREINTA Y TRES, GRAL. ENRIQUE MARTINEZ, AUTO, 1, 797750, 6321285 
4/3/2020,, 73, PEATÓN, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, MONTEVIDEO, MONTEVIDEO, SIN DATOS, 1, 573300, 6142480 
4/3/2020,, 35, CONDUCTOR, AVENIDA DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , HERIDO GRAVE, ATROPELLO DE PEATÓN, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 573300, 6142480 
4/3/2020,, 29, CONDUCTOR, PROFESOR CLEMENTE RUGGIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 579370, 6146765 
4/3/2020,, 56, CONDUCTOR, PROFESOR CLEMENTE RUGGIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 9, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 579370, 6146765 
4/3/2020,, 52, CONDUCTOR, RUTA UNO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 424260, 6186465 
4/3/2020,, 65, CONDUCTOR, RUTA UNO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 424260, 6186465 
4/3/2020,, 51, CONDUCTOR, SARANDI, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 10, COLONIA, COLONIA DEL SACRAMENTO, MOTO, 1, 423000, 6186395 
4/3/2020,, 32, CONDUCTOR, SARANDI, RURAL     , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, COLONIA, COLONIA DEL SACRAMENTO, AUTO, 1, 423000, 6186395 
4/3/2020,, 18, PASAJERO, AVENIDA ESPAÑA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, FEMENINO, 10, PAYSANDU, PAYSANDU, MOTO, 1, 398950, 6423770 
4/3/2020,, 18, CONDUCTOR, AVENIDA ESPAÑA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 10, PAYSANDU, PAYSANDU, MOTO, 1, 398950, 6423770 
4/3/2020,, 68, CONDUCTOR, AVENIDA ESPAÑA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, PAYSANDU, PAYSANDU, AUTO, 1, 398950, 6423770 
4/3/2020,, 65, PASAJERO, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575950, 6137830 
4/3/2020,, 28, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, OMNIBUS, 1, 575950, 6137830 
4/3/2020,, 32, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, MIÉRCOLES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, MOTO, 1, 575950, 6137830 
4/3/2020,, 66, CONDUCTOR, AVENIDA DIECIOCHO DE JULIO, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 575950, 6137830 
2/3/2020,, 68, CONDUCTOR, GENERAL JOSE G. ARTIGAS, URBANA    , HERIDO GRAVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, USA CASCO, LUNES, FEMENINO, 10, LAVALLEJA, JOSE BATLLE Y ORDOÑEZ, MOTO, 1, 672150, 6294880 
2/3/2020,, 50, CONDUCTOR, GENERAL JOSE G. ARTIGAS, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, LUNES, MASCULINO, 10, LAVALLEJA, JOSE BATLLE Y ORDOÑEZ, AUTO, 1, 672150, 6294880 
4/3/2020,, 27, PASAJERO, ISIDORO DE MARIA, URBANA    , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574415, 6139100 
4/3/2020,, 41, CONDUCTOR, ISIDORO DE MARIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574415, 6139100 
4/3/2020,, 42, CONDUCTOR, ISIDORO DE MARIA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 7, MONTEVIDEO, MONTEVIDEO, AUTO, 1, 574415, 6139100 
4/3/2020,, 41, CONDUCTOR, DOCTOR LUIS ALBERTO DE HERRERA, URBANA    , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 10, SALTO, SALTO, CAMION, 1, 408920, 6527320 
4/3/2020,, 33, CONDUCTOR, BVAR. ARTIGAS ESQ. RIVERA, SUBURBANA , ILESO, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, FEMENINO, 9, CANELONES, JOAQUIN SUAREZ, AUTO, 1, 588995, 6156420 
4/3/2020,, 58, CONDUCTOR, BVAR. ARTIGAS ESQ. RIVERA, SUBURBANA , HERIDO LEVE, COLISIÓN ENTRE VEHÍCULOS, SIN DATOS, SIN DATOS, MIÉRCOLES, MASCULINO, 9, CANELONES, JOAQUIN SUAREZ, AUTO, 1, 588995, 6156420 
